headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
167,614,212,131,99993.31104500376,0.1
152,573,199,131,100008.2229707032,0.1
150,574,200,141,100007.00099517732,0.1
157,576,199,140,99989.4939064082,0.1
156,573,201,136,100010.4823055936,0.1
152,572,200,136,100013.9227734026,0.1
162,549,180,137,100003.862238829,0.1
160,572,196,134,100006.10146036652,0.1
155,584,205,127,99994.79071954814,0.1
154,558,190,131,99991.40839601832,0.1
155,580,203,134,100012.54886871424,0.1
158,567,196,132,100002.41109117048,0.1
156,587,204,131,99999.08324800366,0.1
144,535,187,126,99999.31074980504,0.1
160,592,206,137,100007.52761465308,0.1
161,581,200,136,99997.84348733792,0.1
148,572,200,133,99995.01572098916,0.1
145,569,202,132,99996.95256394189,0.1
163,603,207,145,99998.37502798976,0.1
150,549,185,132,99995.13528647932,0.1
154,580,200,142,100000.88282310666,0.1
156,568,195,127,99995.08401373123,0.1
148,557,194,137,99995.45072157378,0.1
156,585,204,133,100019.86539197728,0.1
162,607,207,139,100000.07260483986,0.1
159,598,207,127,100017.0798618092,0.1
153,562,192,125,99989.9523539206,0.1
155,575,196,133,100007.5481673428,0.1
162,616,212,137,100000.11318007125,0.1
153,576,202,131,100016.9101001832,0.1
153,568,200,130,99995.34813652872,0.1
152,560,195,133,100017.92322989352,0.1
158,574,198,126,99994.11353901502,0.1
161,579,200,126,100000.07627448213,0.1
147,552,191,125,99988.43914066796,0.1
157,589,208,134,99999.6544884838,0.1
154,601,207,143,99997.93176896362,0.1
160,579,199,128,99988.90614177284,0.1
155,555,190,126,99981.54003447856,0.1
170,583,193,138,100008.9640694235,0.1
148,584,206,134,100004.95137578216,0.1
166,598,199,142,99993.03661482864,0.1
158,573,197,135,99998.93206363532,0.1
146,567,200,127,99992.74796154335,0.1
147,566,201,127,99998.61925343654,0.1
153,570,199,132,100002.50042688748,0.1
150,570,202,130,100003.5311565707,0.1
155,592,208,124,99994.99023126384,0.1
151,547,190,126,99997.90195623013,0.1
151,572,200,124,100005.16116884469,0.1
159,604,207,136,99993.40673549005,0.1
145,556,197,123,99994.44442884544,0.1
154,546,184,133,100000.81850208595,0.1
147,567,200,128,100004.94762248594,0.1
156,579,203,129,99995.7605024876,0.1
149,571,204,132,100007.96530798652,0.1
157,562,188,132,99999.29935884004,0.1
142,557,198,122,99993.27257469697,0.1
150,574,212,138,100000.94415407248,0.1
153,578,204,123,99985.43309705972,0.1
147,551,189,121,99981.6410095871,0.1
150,605,218,127,100003.3902512961,0.1
152,575,201,128,99982.23676660232,0.1
145,555,195,130,99991.98052916798,0.1
154,569,200,121,100009.986705889,0.1
155,575,202,140,100003.31694064262,0.1
157,567,195,141,99991.50033131936,0.1
161,588,203,136,99999.85009571338,0.1
149,586,209,144,99985.66104271918,0.1
148,568,203,127,99988.60809685924,0.1
164,598,208,134,99998.32181903427,0.1
157,571,195,139,100005.87449551426,0.1
151,570,201,128,99999.66270479,0.1
153,589,201,137,99999.15705732896,0.1
152,556,188,129,99993.4965566973,0.1
153,565,192,133,100000.74518242532,0.1
152,565,194,136,100007.96017815474,0.1
163,601,205,147,100011.03748023462,0.1
157,604,209,134,100003.4277341102,0.1
148,574,203,126,100001.2197818894,0.1
155,586,206,134,100003.55172677804,0.1
149,560,198,126,100005.25360208008,0.1
160,595,211,135,99995.18223625934,0.1
148,565,197,123,99996.30888084044,0.1
149,552,190,127,99993.36555025975,0.1
156,573,198,132,99993.7120057353,0.1
156,577,201,125,100018.83029536322,0.1
148,549,191,135,100007.84937722296,0.1
147,575,210,136,99993.15260294326,0.1
144,569,201,125,100000.4231677924,0.1
144,548,194,119,100003.0748920265,0.1
163,599,208,129,99999.10041567478,0.1
155,568,196,129,99990.36245606087,0.1
152,569,204,134,100014.46528642387,0.1
161,604,212,135,99988.11575394968,0.1
160,575,206,126,100008.6834038116,0.1
162,606,215,136,100000.54036956344,0.1
145,540,190,118,99991.86528195105,0.1
148,562,196,128,99998.38495885453,0.1
154,563,200,129,99981.4950086722,0.1
155,585,210,129,100002.7497256944,0.1
156,587,209,135,100007.2846460657,0.1
150,561,195,124,99994.69939045636,0.1
147,562,199,127,100002.97857928008,0.1
148,549,190,131,99975.0110572529,0.1
155,559,188,129,99994.68604458564,0.1
159,581,199,140,99986.62598409867,0.1
157,587,207,124,100009.25292603495,0.1
147,556,194,132,100001.9431318724,0.1
162,579,190,136,99999.527624215,0.1
158,605,211,136,99998.10771301956,0.1
154,557,189,133,99997.57111614112,0.1
153,569,197,127,100007.8506247815,0.1
155,542,191,133,99989.58247195114,0.1
152,562,195,131,100009.32253127256,0.1
157,585,207,126,100006.9958889488,0.1
153,547,184,127,100010.30754331064,0.1
157,586,198,131,99996.52063331573,0.1
155,574,200,138,100010.8148592051,0.1
156,577,198,121,100010.00785925776,0.1
157,581,202,129,100004.49597691912,0.1
156,591,209,139,100011.22869745796,0.1
169,614,215,149,99995.58698356316,0.1
151,580,203,130,99999.26852108036,0.1
158,590,208,140,100013.4759957963,0.1
159,583,201,133,100020.1739038022,0.1
147,548,193,120,99983.5336521842,0.1
147,548,191,132,100009.37043436892,0.1
163,588,199,137,99987.41884080465,0.1
156,579,204,131,100002.1029150145,0.1
151,585,208,132,99994.12101897498,0.1
156,596,207,136,100002.05689040718,0.1
160,579,201,139,99997.01761350605,0.1
151,561,195,136,100003.9407345174,0.1
165,577,199,118,100006.49744690626,0.1
155,603,220,134,99996.51844184374,0.1
153,577,200,130,100006.68563396012,0.1
151,556,191,126,99997.12424373496,0.1
159,600,210,128,100006.84819456842,0.1
155,568,193,122,100011.7745439389,0.1
154,589,209,131,100001.6508508378,0.1
148,563,200,129,100002.33112636369,0.1
154,565,200,127,99981.97277949576,0.1
150,565,200,131,99992.28109521736,0.1
164,580,201,142,99993.77343421544,0.1
151,548,196,122,99998.49340385862,0.1
160,569,193,127,99985.99977113104,0.1
153,578,197,128,99986.98933921242,0.1
161,595,210,136,99999.22893043132,0.1
158,560,188,129,100002.07825267312,0.1
155,598,211,137,100009.86195928272,0.1
149,578,205,127,100014.32756426622,0.1
155,573,200,135,100005.28258499516,0.1
151,559,194,130,99996.32268025176,0.1
150,579,202,131,100006.91720859367,0.1
161,599,209,132,99992.01653251736,0.1
158,580,205,135,100002.13817727249,0.1
158,578,200,133,100017.8997592954,0.1
161,587,198,127,100014.73573932175,0.1
155,570,201,141,99996.97614597734,0.1
156,604,215,135,100009.70363704467,0.1
155,567,201,128,99996.12082979476,0.1
149,567,200,123,99993.84893989612,0.1
155,579,198,127,99983.9066263228,0.1
151,558,194,129,100005.3689016311,0.1
154,576,201,138,100003.05940784166,0.1
153,556,198,131,100009.84494017172,0.1
158,569,205,136,100008.05922147437,0.1
147,578,209,136,99997.00479666155,0.1
144,558,198,121,100008.63101609764,0.1
165,610,213,141,100018.80730754625,0.1
153,581,205,128,100023.0128376188,0.1
151,561,194,125,100007.72455804564,0.1
152,562,199,143,100002.88475888266,0.1
154,554,196,135,100003.88664086944,0.1
147,567,195,127,100000.83389668653,0.1
173,580,194,136,99994.24431116677,0.1
153,550,190,126,100015.77291401866,0.1
158,580,204,140,100007.62506469977,0.1
150,563,201,136,100001.464966997,0.1
155,570,200,135,100014.87620968348,0.1
155,573,204,139,100008.39731475446,0.1
150,559,199,133,99987.43721787866,0.1
153,597,207,138,100012.36638766654,0.1
153,564,199,136,99995.90568738084,0.1
157,577,200,133,99986.82417961792,0.1
157,576,200,130,100002.89859401491,0.1
158,589,203,140,99996.89803099669,0.1
158,578,200,138,99992.55527194944,0.1
153,577,201,131,100015.83547291672,0.1
158,583,199,139,100000.59722175436,0.1
150,561,200,145,99999.47776011845,0.1
160,583,207,133,99997.48634854372,0.1
152,580,207,132,99996.07017667095,0.1
152,592,204,141,100001.8877920366,0.1
158,588,211,135,99996.78856256836,0.1
160,578,195,140,100032.38343196752,0.1
149,580,203,139,99989.45624964088,0.1
150,587,209,132,100001.17243182112,0.1
157,576,198,132,99995.29726722432,0.1
155,585,203,136,99992.97459458608,0.1
144,564,201,137,99993.3206148353,0.1
155,562,190,134,100000.2765505369,0.1
151,551,191,127,100009.31194710666,0.1
158,576,203,138,100011.94506412692,0.1
151,558,200,130,100006.96641524733,0.1
157,605,216,140,99995.7631822956,0.1
157,568,195,140,100019.21738167916,0.1
148,561,200,132,100017.77733596458,0.1
159,595,208,143,100017.6315828355,0.1
147,578,208,133,99995.28546840296,0.1
153,600,211,140,100006.2143464274,0.1
152,571,200,141,100007.10254282474,0.1
148,543,188,129,100005.84932733084,0.1
162,595,205,130,100005.6875479602,0.1
151,583,201,138,100005.49022707736,0.1
146,572,210,131,99996.97568539144,0.1
148,564,199,134,100012.073170305,0.1
164,591,204,143,100013.77666616232,0.1
151,559,194,132,100006.3628393002,0.1
152,556,189,135,100000.55297353498,0.1
159,590,207,137,100004.05817116912,0.1
151,562,193,126,100012.48457282988,0.1
157,603,214,141,99998.72518389078,0.1
153,585,213,131,100006.994356666,0.1
148,554,192,128,99992.64749539972,0.1
159,575,194,128,100003.79216099362,0.1
147,543,188,123,99987.2533817948,0.1
162,586,201,137,99988.63086177933,0.1
158,583,203,136,100020.8848180455,0.1
151,553,190,135,100001.3164681724,0.1
159,579,194,130,100011.0371481803,0.1
150,547,192,130,99973.23158623652,0.1
153,566,197,130,99997.62301536332,0.1
153,586,208,130,99998.24216740242,0.1
160,583,195,126,99994.4176145945,0.1
153,568,197,127,100001.39655568234,0.1
153,562,191,138,99991.33654748228,0.1
150,573,201,130,100012.5586114342,0.1
153,558,187,125,100006.58932887993,0.1
162,557,186,134,99988.55644260002,0.1
154,558,191,131,100004.84654717674,0.1
160,590,203,139,100003.145199031,0.1
140,569,203,129,100016.10881477383,0.1
160,588,200,126,100010.55868602185,0.1
161,597,202,136,99988.8168016312,0.1
169,614,209,136,99992.22824678056,0.1
155,576,200,136,100009.94435002356,0.1
154,586,208,132,99986.78486621648,0.1
168,600,205,137,100005.99902041774,0.1
152,551,189,133,99993.21651933006,0.1
169,583,202,141,100005.08945072853,0.1
156,585,208,136,100005.38264819332,0.1
156,588,207,133,100003.74533657078,0.1
156,561,191,132,99992.53182759344,0.1
140,564,202,132,100000.33537867316,0.1
153,573,204,129,100012.20222478276,0.1
147,535,181,127,99998.15400167408,0.1
160,580,199,130,100004.466743623,0.1
151,549,189,130,100016.48747795074,0.1
158,580,203,137,100019.09528691552,0.1
142,543,194,135,100015.54689474682,0.1
161,578,196,138,100001.42777673136,0.1
155,594,204,133,100001.02803356902,0.1
152,570,199,135,99998.23399875531,0.1
154,579,202,132,99994.8793241758,0.1
160,589,209,137,99998.36049786776,0.1
146,551,196,128,99985.89034028388,0.1
154,583,207,134,100005.78024943736,0.1
149,559,192,136,99997.15364847243,0.1
152,563,192,127,100011.312648708,0.1
151,562,197,135,100010.50003438264,0.1
148,603,215,128,100013.93015753572,0.1
150,542,189,124,99992.23190608068,0.1
158,586,202,135,99997.73324640922,0.1
158,570,193,135,99992.69787177331,0.1
174,555,181,136,99984.40904837528,0.1
160,585,205,139,99993.29797030897,0.1
155,580,205,120,99992.07259383844,0.1
153,572,201,126,100011.30605177364,0.1
152,574,201,134,99972.60858261037,0.1
153,588,204,123,100005.1031497816,0.1
156,572,196,121,99997.46380679168,0.1
164,587,203,130,99995.42337332318,0.1
160,568,192,138,99996.93963503264,0.1
153,564,198,138,100004.65757555758,0.1
159,607,213,145,99999.02024349458,0.1
164,583,199,139,100023.78239620768,0.1
155,564,197,132,100001.96845764734,0.1
157,575,204,134,99995.29156690124,0.1
153,583,205,130,99994.70324631176,0.1
151,558,195,132,99997.83824318583,0.1
155,549,189,124,100015.90556729914,0.1
143,553,193,136,100005.43113721447,0.1
150,567,204,128,100013.77037456656,0.1
158,584,203,138,99987.3578902601,0.1
158,565,197,141,99995.1285775327,0.1
158,609,217,136,100000.69628536246,0.1
144,553,195,128,99997.9949183396,0.1
151,569,200,119,100007.02972940948,0.1
154,570,203,131,100010.51500717386,0.1
153,580,205,124,99996.33876739898,0.1
163,583,197,137,99971.27949749712,0.1
156,559,197,125,99990.77180812832,0.1
155,595,209,123,99987.99491696066,0.1
165,583,200,130,100005.82520556648,0.1
158,558,186,140,100020.43469979933,0.1
167,597,204,141,100003.43074818616,0.1
161,593,205,146,100018.1977308621,0.1
147,543,188,133,100003.38016911784,0.1
153,573,206,137,100011.22974756204,0.1
161,581,207,134,100003.24113062376,0.1
156,595,208,146,100007.55374334213,0.1
153,579,207,131,99990.73007525958,0.1
152,564,198,133,99996.89905222478,0.1
148,576,208,130,100015.0811157164,0.1
157,601,207,142,100009.29709204688,0.1
157,560,195,134,99986.44809572885,0.1
166,589,198,146,100010.75115691836,0.1
151,567,199,134,100012.31669344536,0.1
147,575,203,134,99997.24397736364,0.1
159,580,206,134,100003.34043569068,0.1
151,567,195,131,99994.25939639025,0.1
158,573,197,136,100003.0839726207,0.1
155,594,211,138,100001.57116328426,0.1
155,565,198,139,99996.14697085436,0.1
162,573,199,132,99999.5947259687,0.1
156,580,206,133,99994.57462633094,0.1
153,572,198,127,100006.8896978474,0.1
150,577,204,141,99993.55773680384,0.1
160,575,198,133,100003.54042504323,0.1
145,575,206,146,100002.80810295332,0.1
155,573,200,135,99992.1185158124,0.1
142,552,200,132,99996.01188123591,0.1
153,576,203,135,100003.12513592312,0.1
151,570,193,132,100013.74424684736,0.1
155,582,204,137,99993.59497543752,0.1
155,583,203,136,99998.76145148536,0.1
153,557,197,135,99998.13747556388,0.1
163,573,198,137,99982.46593086956,0.1
169,598,202,134,99998.52113031068,0.1
165,603,212,138,100007.51920881389,0.1
158,590,209,134,100007.8131884299,0.1
156,573,194,132,99995.1996526359,0.1
149,542,191,116,100005.3570976436,0.1
152,552,187,128,99997.51148178289,0.1
153,564,200,129,100003.57531762571,0.1
154,555,197,127,100009.35974907964,0.1
155,564,196,129,99993.36247994917,0.1
151,603,219,134,100004.79736919176,0.1
152,545,186,128,99983.6016123872,0.1
150,585,205,134,100009.75338613072,0.1
155,573,204,123,99984.5419915285,0.1
171,577,185,142,99999.36268945286,0.1
155,583,207,130,99998.10356341078,0.1
160,600,213,131,100008.61670390108,0.1
148,564,200,123,100017.89185425454,0.1
153,586,205,138,99998.1198475458,0.1
161,590,206,136,100000.08588610453,0.1
157,578,206,126,99989.4135301706,0.1
156,544,184,132,100005.65174709096,0.1
143,537,187,132,100009.97977237756,0.1
158,557,187,137,100011.7657100264,0.1
145,545,192,120,99990.0391527312,0.1
161,568,190,140,99991.26510891248,0.1
146,537,189,125,100009.04619523713,0.1
150,565,199,130,100009.39172671892,0.1
146,553,194,129,99979.50006771494,0.1
160,587,203,133,99991.83438534824,0.1
153,542,189,126,99978.05107352964,0.1
159,551,189,132,99998.08816410675,0.1
153,568,199,131,100001.4168904276,0.1
144,585,215,141,100003.49133952492,0.1
141,545,193,130,100004.5206921998,0.1
154,584,202,126,100006.57262312304,0.1
150,582,208,141,99998.99272391356,0.1
154,571,198,130,99984.88118195249,0.1
154,563,197,118,100002.13768804206,0.1
153,581,203,136,100007.51167078778,0.1
157,545,182,130,99985.87541154864,0.1
159,581,202,133,99990.32216147594,0.1
156,570,196,125,100012.01208743184,0.1
149,559,196,131,100016.3015193342,0.1
159,600,211,128,99995.349414073,0.1
153,563,196,134,99986.95692486508,0.1
160,580,196,135,99994.01642542004,0.1
160,573,204,136,99991.71044682556,0.1
152,553,195,130,99995.42772319532,0.1
151,578,203,127,100008.22761038796,0.1
162,545,181,142,99980.77912775308,0.1
152,547,193,129,99979.56450874184,0.1
157,564,194,142,100019.42953893558,0.1
158,578,206,133,99991.95563835336,0.1
155,585,207,141,100011.83657783436,0.1
164,579,195,135,99981.54749067394,0.1
153,568,202,134,100008.5860393538,0.1
152,563,197,128,99985.8605985796,0.1
157,557,188,126,99990.1264911973,0.1
158,594,210,136,99986.03339806203,0.1
142,538,190,124,100005.44725830464,0.1
155,568,194,130,99989.58806439165,0.1
155,568,199,131,99990.01577345158,0.1
151,561,195,130,100006.73653360218,0.1
148,573,200,140,100015.6789529761,0.1
148,579,201,140,100004.29321184568,0.1
163,587,200,142,100002.61041336432,0.1
153,564,201,133,100007.79849404086,0.1
150,572,203,138,100016.6777823266,0.1
158,585,209,133,99997.51681006206,0.1
156,555,191,129,99990.22153014742,0.1
151,575,205,128,100018.43094504974,0.1
146,543,190,131,100014.1490115352,0.1
158,565,194,129,99987.8587078748,0.1
161,565,191,137,100008.13261460724,0.1
153,576,199,135,100004.07516006607,0.1
157,572,200,137,99999.28989136082,0.1
140,546,193,127,99988.4762513037,0.1
153,575,207,129,99985.89168069916,0.1
170,567,187,138,99994.52436422351,0.1
150,562,199,133,99999.2796038285,0.1
141,548,193,126,100016.41049198723,0.1
151,555,189,133,99986.01075013349,0.1
164,581,198,138,100010.1822315874,0.1
148,557,198,127,100002.12908786788,0.1
163,590,201,133,100008.1592550798,0.1
153,555,193,131,100020.22575774208,0.1
151,548,188,127,99995.5642811908,0.1
152,563,196,132,100001.37907689146,0.1
150,563,198,127,99983.18300824233,0.1
151,547,190,125,99993.30164649025,0.1
158,577,199,132,100015.61720071244,0.1
159,594,208,129,100020.24665903435,0.1
157,583,203,132,100001.67179114916,0.1
150,563,200,134,99999.47800130144,0.1
149,554,192,123,100004.6082898441,0.1
154,580,201,150,100002.9702659917,0.1
155,598,209,141,100022.5255306076,0.1
163,605,210,126,99989.895900513,0.1
160,580,194,140,99983.15045884514,0.1
155,564,199,133,99992.55013499974,0.1
167,598,205,142,99986.22244903183,0.1
153,565,198,136,100001.13555004649,0.1
153,570,197,126,100000.56343727812,0.1
141,581,210,128,99985.06725689003,0.1
148,569,203,132,99999.67058111516,0.1
147,570,200,117,99997.06223053666,0.1
144,554,195,127,100002.3987149896,0.1
150,564,200,134,99993.59062544722,0.1
153,577,204,131,99995.99492635776,0.1
157,574,200,126,99997.12121872716,0.1
152,552,192,124,100013.28912319866,0.1
143,557,198,129,99988.6494179837,0.1
148,573,203,138,99994.17506434332,0.1
160,577,201,134,100000.64841247642,0.1
153,566,194,138,99999.27379909973,0.1
156,596,208,142,100011.5632914342,0.1
157,588,206,143,99996.96666280123,0.1
153,566,198,123,100003.46481989382,0.1
143,547,194,124,100000.32758303916,0.1
150,565,200,123,99991.46118925896,0.1
151,585,210,141,99996.92606596048,0.1
153,562,200,133,99999.71255894317,0.1
155,567,201,128,99992.00964133925,0.1
143,548,194,114,100025.96253592278,0.1
148,573,205,128,100002.23446461208,0.1
151,570,200,125,100010.45567378672,0.1
155,557,190,132,100016.65770094276,0.1
161,571,196,123,100020.04376603782,0.1
152,567,200,116,99981.96895601136,0.1
163,585,203,138,99993.58985628664,0.1
167,585,201,139,99985.98726085172,0.1
153,565,197,128,99995.09355982076,0.1
156,572,199,130,99996.43439395932,0.1
152,583,205,136,99985.28213302168,0.1
145,563,199,138,100011.10337876616,0.1
160,583,198,127,100012.74758380585,0.1
156,571,197,121,99992.92782242334,0.1
158,566,196,128,100006.80508054854,0.1
151,579,200,137,100008.54050840596,0.1
148,555,193,133,100006.61555776309,0.1
152,575,201,115,99986.41898539038,0.1
153,557,189,126,100024.4537804288,0.1
155,557,192,125,100020.87213742422,0.1
156,563,194,131,99995.1076461126,0.1
154,588,206,135,99995.36815864623,0.1
147,557,196,131,99986.692307845,0.1
158,580,206,127,100006.148357724,0.1
157,578,198,131,99999.96807429173,0.1
153,547,191,127,100004.82006189882,0.1
155,575,204,133,99995.78898771224,0.1
150,558,193,126,99987.37653116304,0.1
158,576,198,135,99990.3907963213,0.1
166,600,207,131,99993.82725128529,0.1
152,554,195,131,100001.4922738204,0.1
158,567,194,127,99997.72439705725,0.1
160,582,200,126,100007.78925828502,0.1
160,593,200,140,100006.78163231871,0.1
155,570,202,115,100009.34021942486,0.1
148,562,196,124,100002.96614116468,0.1
157,563,190,133,100018.55970927083,0.1
155,583,204,137,100021.4398591335,0.1
150,560,196,130,99995.08608993771,0.1
150,563,193,134,99989.42390729934,0.1
146,553,195,125,100007.66948467268,0.1
159,571,200,129,100005.8734304578,0.1
155,586,204,133,100008.02526680764,0.1
150,566,199,130,99995.02236351238,0.1
153,600,212,131,99989.7569958762,0.1
150,570,198,137,99998.4335151592,0.1
153,564,198,135,100017.36556624457,0.1
152,575,201,135,99997.97812359518,0.1
154,565,197,127,100006.9608236948,0.1
155,565,197,131,99994.37095939709,0.1
158,568,191,131,99991.20253795732,0.1
155,562,194,132,99991.99476159716,0.1
152,568,201,128,99977.48419560796,0.1
163,593,207,134,99993.44518366028,0.1
160,600,206,130,100008.8344217872,0.1
145,559,193,134,100000.43320446808,0.1
160,580,204,139,99991.53992445196,0.1
149,555,199,135,99999.46411333076,0.1
160,581,199,129,100002.59813548008,0.1
160,595,205,134,100008.32332345478,0.1
155,574,200,130,99992.68666786412,0.1
160,610,208,131,99999.92412915255,0.1
146,566,200,129,100003.32887255897,0.1
151,567,199,141,100010.5347595312,0.1
148,548,192,133,99987.49321936938,0.1
159,587,204,133,99996.94185704978,0.1
147,557,197,122,99982.01161539584,0.1
148,568,202,136,99991.60350304576,0.1
156,587,204,140,100003.3713424238,0.1
155,574,198,127,100017.092076973,0.1
157,562,194,131,99997.61814980452,0.1
155,607,210,134,99995.98405554693,0.1
151,557,191,133,99990.00537714774,0.1
157,567,197,130,99986.33210298796,0.1
145,532,186,125,99991.3828408308,0.1
145,570,202,130,100006.20717508056,0.1
153,565,199,137,99979.0413329622,0.1
158,598,206,131,99997.9394160572,0.1
161,580,196,117,99993.1684195642,0.1
159,591,205,131,99989.54490919824,0.1
148,572,204,126,100002.37883678392,0.1
147,561,200,120,99992.07733693588,0.1
158,581,200,136,99989.12397214648,0.1
158,573,196,141,99994.1642385445,0.1
150,584,210,131,99984.55512868847,0.1
148,572,204,131,99983.5538119044,0.1
160,595,209,134,99992.03337583666,0.1
153,557,199,125,99988.54829889392,0.1
152,573,202,129,100008.91121190676,0.1
167,576,195,139,99999.180871856,0.1
168,608,204,123,99988.35943435405,0.1
163,565,191,121,99998.93971126172,0.1
164,594,210,138,100007.01132927176,0.1
157,570,195,132,100005.76401890868,0.1
149,550,194,130,100017.14655093274,0.1
156,585,202,130,99991.97348280836,0.1
146,566,201,117,100012.82932454837,0.1
156,571,197,127,99996.30896694052,0.1
150,564,199,123,100000.76340637651,0.1
146,561,198,128,99991.41551118893,0.1
159,568,196,135,99989.61829690366,0.1
160,558,194,125,100018.16777919469,0.1
149,557,193,128,100018.91287341596,0.1
155,583,204,111,100002.9587365251,0.1
153,550,192,119,100008.34356342256,0.1
153,568,194,133,100002.14781982132,0.1
158,558,189,130,100015.81979815123,0.1
151,584,202,128,99982.19212080869,0.1
150,569,196,132,100016.30152135046,0.1
155,573,195,127,99983.19878986236,0.1
149,565,196,125,100015.99050762413,0.1
168,560,181,130,100021.39918438166,0.1
150,577,202,124,99987.46880752852,0.1
153,563,195,135,99992.91172503016,0.1
157,577,196,130,99999.8769230399,0.1
152,560,195,122,100008.3464590518,0.1
158,576,199,126,99978.30821563028,0.1
148,560,194,129,99998.42964522676,0.1
153,576,204,129,100006.66211144705,0.1
163,566,197,135,100007.85648912271,0.1
152,575,198,131,100006.50194709771,0.1
155,570,198,138,99995.47475190894,0.1
150,583,210,131,99995.89043152504,0.1
147,559,198,122,99994.3606472589,0.1
156,575,199,144,100025.29127892254,0.1
153,565,195,130,99989.69275988136,0.1
150,558,191,137,100002.42574183347,0.1
160,595,204,131,99996.82988547336,0.1
147,546,190,126,99998.36264539028,0.1
153,580,206,133,100003.21072871916,0.1
163,593,204,136,99994.18324387827,0.1
158,581,204,132,100000.37592125716,0.1
163,595,206,133,99995.50985810846,0.1
155,576,204,130,100007.33294450428,0.1
160,579,198,132,99995.99347641628,0.1
157,570,200,142,100000.57598794214,0.1
161,570,192,136,100000.05213942012,0.1
158,581,199,116,100018.84965331978,0.1
155,556,189,129,100018.539451061,0.1
155,587,202,132,99988.00604200158,0.1
140,540,194,110,99992.01484683064,0.1
159,573,195,132,99985.38880511552,0.1
161,581,202,132,99996.11026418224,0.1
159,593,208,139,99998.72246977764,0.1
153,578,203,132,99992.6854184068,0.1
158,574,195,139,100003.1187489704,0.1
162,588,210,132,99994.49855770878,0.1
147,554,192,127,99999.0903526414,0.1
150,557,192,117,99980.97283197987,0.1
152,575,202,136,100006.0003223895,0.1
158,583,202,136,99989.89861354804,0.1
148,543,186,123,99995.10915624056,0.1
150,598,214,142,100005.78704673196,0.1
153,575,199,131,99985.31681340055,0.1
152,581,210,134,100009.90631257131,0.1
156,586,200,133,100002.32233481244,0.1
165,598,203,140,100002.21348582956,0.1
151,558,195,136,99985.59734883852,0.1
167,599,205,127,99986.28248643684,0.1
138,558,198,127,100000.34474483092,0.1
153,588,206,140,99996.64519417404,0.1
143,561,200,126,99993.83957540344,0.1
154,574,199,124,99998.40881966984,0.1
155,581,204,130,99990.69331347822,0.1
155,585,205,124,99998.16545524004,0.1
152,592,210,139,100005.02018972785,0.1
158,581,203,133,99990.72362643424,0.1
166,578,197,128,99991.2162092711,0.1
153,568,197,125,99998.41474899113,0.1
153,546,180,120,99994.98543853709,0.1
153,556,192,125,99998.81047530573,0.1
168,600,208,139,100000.23769135687,0.1
162,573,195,133,99982.32777899498,0.1
160,590,206,132,100015.41429505454,0.1
145,553,192,121,99997.5601548834,0.1
152,563,196,133,100000.36712328576,0.1
153,587,207,132,99987.58120061092,0.1
153,550,190,126,99996.99346562572,0.1
149,560,197,123,99996.53040632684,0.1
173,622,213,134,99989.14646554654,0.1
144,553,198,128,99997.2385899859,0.1
154,560,193,128,99984.0268950364,0.1
154,570,199,135,100022.23820815384,0.1
153,566,200,124,100001.67005808918,0.1
153,567,198,134,100004.34323075863,0.1
151,556,195,135,100002.30640502664,0.1
155,580,205,125,99991.45419088466,0.1
156,573,200,133,100000.21499684092,0.1
159,600,210,131,99972.89606259532,0.1
160,593,205,130,99989.33199113148,0.1
152,568,200,132,100005.28867520706,0.1
144,544,195,136,99996.89436340428,0.1
150,573,206,138,99977.76604018072,0.1
151,555,189,132,99985.03173255608,0.1
156,580,203,125,100008.01193452955,0.1
160,572,193,139,99981.95353114566,0.1
149,572,199,130,100000.22601128876,0.1
157,574,198,132,99981.3013946024,0.1
161,564,190,129,100008.58274176143,0.1
157,578,201,133,100004.87140023448,0.1
160,585,204,126,100008.88690139784,0.1
155,587,201,133,99996.23410971915,0.1
152,572,201,129,100003.44320792348,0.1
151,573,200,131,100001.8060516995,0.1
157,577,202,133,99986.6519670666,0.1
155,583,200,133,100000.61679136482,0.1
158,583,204,134,99992.8918471325,0.1
160,607,215,137,99987.48789420527,0.1
154,570,198,132,99988.31060406569,0.1
162,576,195,135,100010.94731756597,0.1
157,575,194,129,100008.1016760276,0.1
156,583,199,121,99996.12949333244,0.1
161,601,208,132,99979.27151908232,0.1
154,585,204,127,100005.68697428863,0.1
149,564,199,134,100011.46830729222,0.1
154,565,196,127,100006.2039141451,0.1
150,566,201,136,99997.35936839633,0.1
153,585,204,135,99985.6779490861,0.1
153,562,193,130,99998.99891163304,0.1
147,554,194,123,99990.88036209134,0.1
142,554,196,124,99991.95307673993,0.1
153,581,203,129,99999.07978900283,0.1
153,566,197,116,99993.49444712076,0.1
153,551,192,125,100000.58193768525,0.1
153,572,202,130,100009.1407301363,0.1
155,557,189,128,99984.82758265769,0.1
149,567,199,134,100002.52631352744,0.1
158,575,198,119,100003.97866016602,0.1
148,556,190,127,99996.96454728028,0.1
150,580,202,125,99979.4435670972,0.1
155,574,199,120,99991.09081831438,0.1
158,583,201,133,100022.66333320767,0.1
149,562,194,128,100007.0920520072,0.1
146,561,195,122,99987.87885018524,0.1
161,569,186,133,99996.01246700404,0.1
156,578,203,139,99995.49229158502,0.1
